,Street,City,State,Zip
1554,522 SMILEY AVE,Ames,IA,50014.0
1555,306 COLORADO CIR,Ames,IA,50014.0
1556,2826 CAMBRIDGE DR,Ames,IA,50010.0
1557,2225 DONALD ST,Ames,IA,50014.0
1558,821 DELAWARE AVE,Ames,IA,50014.0
1559,1226 ROOSEVELT AVE,Ames,IA,50010.0
1560,1827 COOLIDGE DR,Ames,IA,50010.0
1561,431 OPAL CIR,Ames,IA,50010.0
1562,3127 ALMOND RD,Ames,IA,50014.0
1563,423 OLIVER AVE,Ames,IA,50014.0
1564,318 ROCKWELL AVE,Ames,IA,50014.0
1565,4122 QUEBEC ST,Ames,IA,50014.0
1566,521 BROWN CT,Ames,IA,50014.0
1567,3122 BAYBERRY RD,Ames,IA,50014.0
1568,2428 KINGSTON DR,Ames,IA,50010.0
1569,1712 WILSON AVE,Ames,IA,50010.0
1570,2916 HARRISON RD,Ames,IA,50010.0
1571,1912 DUFF AVE,Ames,IA,50010.0
1572,1226 CURTISS AVE,Ames,IA,50010.0
1573,4920 UTAH DR,Ames,IA,50014.0
1574,231 ABRAHAM DR,Ames,IA,50014.0
1575,1315 CARROLL AVE 1317,Ames,IA,50010.0
1576,406 PEARSON AVE,Ames,IA,50014.0
1577,4007 HYDE AVE,Ames,IA,50010.0
1578,5305 KANSAS DR,Ames,IA,50014.0
1579,5124 SCHUBERT ST,Ames,IA,50014.0
1580,1408 EDGEWATER CT,Ames,IA,
1581,217 E 7TH ST,Ames,IA,50010.0
1582,2922 HARRISON RD,Ames,IA,50010.0
1583,1005 HARDING AVE,Ames,IA,50010.0
1584,2312 CLAYTON DR,Ames,IA,50010.0
1585,3008 EISENHOWER CIR,Ames,IA,50010.0
1586,1319 ALBERTA AVE,Ames,IA,50014.0
1587,3112 EISENHOWER AVE,Ames,IA,50010.0
1588,1111 HARDING AVE,Ames,IA,50010.0
1589,1425 KELLOGG AVE,Ames,IA,50010.0
1590,3909 HYDE AVE,Ames,IA,50010.0
1591,1432 GRAND AVE,Ames,IA,50010.0
1592,3911 WESTLAWN DR,Ames,IA,50010.0
1593,1217 HARDING AVE,Ames,IA,50010.0
1594,2802 TORREY PINES CIR,Ames,IA,50010.0
1595,1611 DOUGLAS AVE,Ames,IA,50010.0
1596,5020 WALLER ST,Ames,IA,50014.0
1597,210 S FRANKLIN AVE,Ames,IA,50014.0
1598,1123 SCHOLL RD,Ames,IA,50014.0
1599,221 21ST ST,Ames,IA,50010.0
1600,3907 ROSS RD,Ames,IA,50014.0
1601,801 TENNYSON AVE,Ames,IA,50014.0
1602,619 ASH AVE,Ames,IA,50014.0
1603,517 HAYWARD AVE,Ames,IA,50014.0
1604,615 DULUTH ST 617,Ames,IA,50010.0
1605,1116 TOP O HOLLOW RD,Ames,IA,50010.0
1606,1404 28TH ST,Ames,IA,50010.0
1607,220 BEEDLE DR,Ames,IA,50014.0
1608,932 YUMA AVE,Ames,IA,50014.0
1609,2919 LINCOLN WAY,Ames,IA,50014.0
1610,1009 MAXWELL AVE,Ames,IA,50010.0
1611,1203 WILSON AVE,Ames,IA,50010.0
1612,418 12TH ST,Ames,IA,50010.0
1613,2019 FRILEY RD,Ames,IA,50014.0
1614,1403 COOLIDGE DR,Ames,IA,50010.0
1615,1642 JOHNSON ST,Ames,IA,50010.0
1616,207 ABRAHAM DR,Ames,IA,50014.0
1617,4831 HEMINGWAY DR,Ames,IA,50014.0
1618,1410 CARROLL AVE 1412,Ames,IA,50010.0
1619,600 RIDGEWOOD AVE,Ames,IA,50010.0
1620,511 10TH ST 513,Ames,IA,50010.0
1621,1515 NORTH DAKOTA AVE,Ames,IA,50014.0
1622,903 YUMA AVE,Ames,IA,50014.0
1623,538 HAYWARD AVE,Ames,IA,50014.0
1624,2314 WESTWIND DR,Ames,IA,50010.0
1625,4915 WESTBEND DR,Ames,IA,50014.0
1626,1422 SUMMIT AVE,Ames,IA,50010.0
1627,316 16TH ST,Ames,IA,50010.0
1629,3215 TUPELO CIR,Ames,IA,50014.0
1630,1304 16TH ST,Ames,IA,50010.0
1631,1115 ORCHARD DR,Ames,IA,50010.0
1632,208 S MAPLE AVE,Ames,IA,50010.0
1634,3265 DARTMOOR RD,Ames,IA,50014.0
1635,2513 PIERCE AVE,Ames,IA,50010.0
1636,3403 HONEYSUCKLE RD,Ames,IA,50010.0
1637,712 8TH ST,Ames,IA,50010.0
1638,5234 TEXAS CIR,Ames,IA,50014.0
1639,3326 SEDWICK ST,Ames,IA,50010.0
1640,4127 TORONTO ST,Ames,IA,50014.0
1641,1702 TOP O HOLLOW RD,Ames,IA,50010.0
1642,207 E 12TH ST,Ames,IA,50010.0
1643,2718 EISENHOWER AVE,Ames,IA,50010.0
1644,5229 NEVADA CIR,Ames,IA,50014.0
1645,5454 FROST DR,Ames,IA,50014.0
1646,409 BEEDLE DR,Ames,IA,50014.0
1647,812 ARIZONA AVE,Ames,IA,50014.0
1648,1112 KENNEDY ST,Ames,IA,50010.0
1649,621 DULUTH ST,Ames,IA,50010.0
1650,2512 EATON AVE,Ames,IA,50010.0
1651,1304 NORTHWESTERN AVE,Ames,IA,50010.0
1652,2629 STANGE RD,Ames,IA,50010.0
1654,306 21ST ST,Ames,IA,50010.0
1655,3307 NIXON AVE,Ames,IA,50010.0
1656,3140 EVERGREEN RD,Ames,IA,50014.0
1657,3909 HOOVER AVE,Ames,IA,50010.0
1658,2709 HAMPTON ST,Ames,IA,50010.0
1659,3913 HYDE AVE,Ames,IA,50010.0
1660,1422 BURNETT AVE,Ames,IA,50010.0
1661,713 8TH ST,Ames,IA,50010.0
1662,2602 CLAYTON DR,Ames,IA,50010.0
1663,307 S HAZEL AVE,Ames,IA,50010.0
1664,1009 MESA VERDE PL,Ames,IA,50014.0
1665,723 CARROLL AVE,Ames,IA,50010.0
1666,4014 BERKSHIRE AVE,Ames,IA,50010.0
1667,906 MURRAY DR,Ames,IA,50010.0
1668,3418 SOUTHDALE DR,Ames,IA,50010.0
1670,4126 APLIN RD,Ames,IA,50014.0
1671,3433 WOODLAND ST,Ames,IA,50014.0
1672,2812 ARBOR ST,Ames,IA,50014.0
1673,703 DUFF AVE,Ames,IA,50010.0
1674,4114 APLIN RD,Ames,IA,50014.0
1675,2423 GRANT CIR,Ames,IA,50010.0
1676,2317 FERNDALE AVE,Ames,IA,50010.0
1678,1818 24TH ST,Ames,IA,50010.0
1679,2217 DONALD ST,Ames,IA,50014.0
1680,1115 IOWA AVE,Ames,IA,50014.0
1681,2001 DOUGLAS AVE,Ames,IA,50010.0
1682,3905 MINNETONKA AVE,Ames,IA,50010.0
1683,209 HARTFORD DR,Ames,IA,50014.0
1684,723 WILDER BLVD,Ames,IA,50014.0
1685,1821 MAXWELL AVE,Ames,IA,50010.0
1686,213 7TH ST,Ames,IA,50010.0
1687,1125 GRAND AVE,Ames,IA,50010.0
1688,2430 RIDGETOP CIR,Ames,IA,50014.0
1689,2013 MELROSE AVE,Ames,IA,50010.0
1690,1911 STONE BROOKE RD,Ames,IA,50010.0
1691,2905 WOOD ST,Ames,IA,50014.0
1692,3902 EISENHOWER AVE,Ames,IA,50010.0
1693,3825 ONTARIO ST,Ames,IA,50014.0
1694,1329 GRAND AVE,Ames,IA,50010.0
1695,3320 EMERALD DR,Ames,IA,50010.0
1696,311 11TH ST,Ames,IA,50010.0
1697,3003 ROXBORO DR,Ames,IA,50010.0
1698,3020 HARRISON RD,Ames,IA,50010.0
1699,3220 MAGNOLIA CIR,Ames,IA,50014.0
1700,1218 WISCONSIN AVE,Ames,IA,50014.0
1701,5445 FROST DR,Ames,IA,50014.0
1702,5316 THACKERAY DR,Ames,IA,50014.0
1703,2234 KNAPP ST,Ames,IA,50014.0
1704,2033 FERNDALE AVE,Ames,IA,50010.0
1705,4011 DAWES DR,Ames,IA,50010.0
1706,513 GARDEN RD 515,Ames,IA,50010.0
1707,4007 WESTLAWN DR,Ames,IA,50010.0
1708,3006 KELLOGG AVE,Ames,IA,50010.0
1709,1422 CURTISS AVE,Ames,IA,50010.0
1711,5300 MARYLAND ST,Ames,IA,50014.0
1712,719 DOUGLAS AVE,Ames,IA,50010.0
1713,611 16TH ST,Ames,IA,50010.0
1714,1504 GOLDEN ASPEN DR,Ames,IA,50010.0
1715,2222 DUFF AVE,Ames,IA,50010.0
1716,1314 MAXWELL AVE,Ames,IA,50010.0
1717,418 STANTON AVE,Ames,IA,50014.0
1718,1427 SUMMIT AVE,Ames,IA,50010.0
1719,2408 WELBECK DR,Ames,IA,50010.0
1720,607 9TH ST 609,Ames,IA,50010.0
1721,1001 KENNEDY ST,Ames,IA,50010.0
1722,606 NORTHWESTERN AVE,Ames,IA,50010.0
1723,1021 CARROLL AVE,Ames,IA,50010.0
1724,2410 GRANT CIR,Ames,IA,50010.0
1725,2416 EATON AVE,Ames,IA,50010.0
1726,2306 CLARK AVE,Ames,IA,50010.0
1727,4204 CRESTMOOR AVE,Ames,IA,50010.0
1728,1306 IOWA CIR,Ames,IA,50014.0
1729,3022 ALMOND RD,Ames,IA,50014.0
1730,3211 TUPELO CIR,Ames,IA,50014.0
1732,908 TOP O HOLLOW RD,Ames,IA,50010.0
1733,1303 STAFFORD AVE,Ames,IA,50010.0
1734,3309 ROSS RD,Ames,IA,50014.0
1735,3205 MAGNOLIA CIR,Ames,IA,50014.0
1736,3839 BERKSHIRE AVE,Ames,IA,50010.0
1737,2735 DUFF AVE,Ames,IA,50010.0
1738,1512 KENTUCKY AVE,Ames,IA,50014.0
1739,3825 WELBECK DR,Ames,IA,50010.0
1740,4801 IDAHO CIR,Ames,IA,50014.0
1741,417 10TH ST,Ames,IA,50010.0
1742,2631 STANGE RD,Ames,IA,50010.0
1743,1305 TRUMAN PL,Ames,IA,50010.0
1744,4112 TORONTO ST,Ames,IA,50014.0
1745,3413 COY ST,Ames,IA,50014.0
1746,5015 EMERSON DR,Ames,IA,50014.0
1747,1034 VERMONT CT,Ames,IA,50014.0
1748,918 ROOSEVELT AVE,Ames,IA,50010.0
1749,2128 MELROSE AVE,Ames,IA,50010.0
1750,4634 TWAIN ST,Ames,IA,50014.0
1751,2711 CAMBRIDGE DR,Ames,IA,50010.0
1752,540 MEADOW CT,Ames,IA,50010.0
1754,1215 CURTISS AVE,Ames,IA,50010.0
1756,5207 TABOR DR,Ames,IA,50014.0
1757,2103 COUNTRY CLUB BLVD,Ames,IA,50014.0
1758,3831 BROOKDALE AVE,Ames,IA,50010.0
1759,1322 DOUGLAS AVE,Ames,IA,50010.0
1760,2304 COTTONWOOD RD,Ames,IA,50014.0
1761,923 MAXWELL AVE,Ames,IA,50010.0
1762,2116 NORTHWESTERN AVE,Ames,IA,50010.0
1763,2317 BAKER ST,Ames,IA,50014.0
1764,5305 NORRIS ST,Ames,IA,50014.0
1765,1423 ROOSEVELT AVE,Ames,IA,50010.0
1766,1460 BRECKINRIDGE CT,Ames,IA,50010.0
1767,320 ASH AVE,Ames,IA,50014.0
1768,1534 LINDEN DR,Ames,IA,50010.0
1769,3403 POLARIS DR,Ames,IA,50010.0
1770,611 HODGE AVE,Ames,IA,50010.0
1771,4939 HEMINGWAY DR,Ames,IA,50014.0
1772,2238 KNAPP ST,Ames,IA,50014.0
1773,120 MCDONALD DR,Ames,IA,50014.0
1774,5212 CERVANTES DR,Ames,IA,50014.0
1775,2921 NORTHWESTERN AVE,Ames,IA,50010.0
1776,126 S FRANKLIN AVE,Ames,IA,50014.0
1777,1141 OKLAHOMA DR,Ames,IA,50014.0
1778,324 WILDER BLVD,Ames,IA,50014.0
1779,1314 IOWA CIR,Ames,IA,50014.0
1780,1018 N 2ND ST,Ames,IA,50010.0
1781,515 24TH ST 517,Ames,IA,50010.0
1782,2613 YORKSHIRE ST,Ames,IA,50010.0
1783,3210 NIXON AVE,Ames,IA,50010.0
1784,4605 HEMINGWAY DR,Ames,IA,50014.0
1785,208 HARTFORD DR,Ames,IA,50014.0
1786,2317 CLARK AVE,Ames,IA,50010.0
1787,5512 MARYLAND ST,Ames,IA,50014.0
1788,2753 CLEVELAND DR,Ames,IA,50010.0
1789,1466 TRUMAN PL,Ames,IA,50010.0
1790,1124 N 2ND ST,Ames,IA,50010.0
1791,3130 BAYBERRY RD,Ames,IA,50014.0
1792,310 24TH ST,Ames,IA,50010.0
1793,1205 IDAHO CT,Ames,IA,50014.0
1794,1210 28TH ST,Ames,IA,50010.0
1795,1121 TOP O HOLLOW RD 1123,Ames,IA,50010.0
1796,3826 MARIGOLD DR,Ames,IA,50014.0
1797,432 E 20TH ST,Ames,IA,50010.0
1798,4033 EISENHOWER AVE,Ames,IA,50010.0
1799,2409 WELBECK DR,Ames,IA,50010.0
1800,2122 WINDFIELD DR,Ames,IA,50010.0
1801,228 SOUTH DAKOTA AVE,Ames,IA,50014.0
1802,2912 ONTARIO ST,Ames,IA,50014.0
1803,3022 STORY ST,Ames,IA,50014.0
1804,304 TOPAZ CT,Ames,IA,50010.0
1805,2521 LITTLE ST,Ames,IA,50014.0
1806,1512 MEADOWLANE AVE,Ames,IA,50010.0
1807,1128 JOHNSON ST,Ames,IA,50010.0
1809,2404 CLAYTON DR,Ames,IA,50010.0
1810,3318 EISENHOWER AVE,Ames,IA,50010.0
1811,713 CRAWFORD AVE,Ames,IA,50010.0
1812,3210 TUPELO CIR,Ames,IA,50014.0
1813,623 9TH ST,Ames,IA,50010.0
1814,4625 TWAIN ST,Ames,IA,50014.0
1815,510 NORTHWESTERN AVE,Ames,IA,50010.0
1816,4008 EDGEWATER DR,Ames,IA,50010.0
1817,2617 CLEVELAND DR,Ames,IA,50010.0
1818,2022 GREELEY ST,Ames,IA,50014.0
1822,815 FURMAN DR,Ames,IA,50010.0
1823,2500 NORTHWESTERN AVE,Ames,IA,50010.0
1824,426 E 20TH ST,Ames,IA,50010.0
1825,5027 EMERSON DR,Ames,IA,50014.0
1826,1201 ROOSEVELT AVE,Ames,IA,50010.0
1827,5419 KANSAS DR,Ames,IA,50014.0
1828,1520 BURNETT AVE,Ames,IA,50010.0
1829,2407 NORTHWESTERN AVE,Ames,IA,50010.0
1830,411 HARTFORD DR,Ames,IA,50014.0
1831,509 24TH ST,Ames,IA,50010.0
1832,2136 DUFF AVE,Ames,IA,50010.0
1833,5422 KANSAS DR,Ames,IA,50014.0
1834,333 PEARSON AVE,Ames,IA,50014.0
1835,107 S MAPLE AVE,Ames,IA,50010.0
1836,712 WILDER BLVD,Ames,IA,50014.0
1837,3039 BURNHAM DR,Ames,IA,50010.0
1838,1326 BARKLEY CT,Ames,IA,50010.0
1839,2130 PRAIRIE VIEW EAST,Ames,IA,50010.0
1840,2217 MELROSE AVE,Ames,IA,50010.0
1841,2438 WELBECK DR,Ames,IA,50010.0
