,Street,City,State,Zip
288,1704 BURNETT AVE,Ames,IA,50010.0
289,3308 SEDWICK ST,Ames,IA,50010.0
290,215 HARTFORD DR,Ames,IA,50014.0
291,1402 STAFFORD AVE,Ames,IA,50010.0
292,2204 BARR DR,Ames,IA,50010.0
294,716 HODGE AVE,Ames,IA,50010.0
296,2329 SUNCREST DR,Ames,IA,50014.0
297,1036 ASH AVE,Ames,IA,50014.0
298,2907 ROXBORO DR,Ames,IA,50010.0
299,1110 S 2ND ST,Ames,IA,50010.0
300,2819 BRISTOL DR,Ames,IA,50010.0
301,418 E 6TH ST,Ames,IA,50010.0
302,3211 CULLEN DR,Ames,IA,50010.0
303,2816 ASPEN RD,Ames,IA,50010.0
304,701 RIDGEWOOD AVE,Ames,IA,50010.0
305,311 PEARSON AVE,Ames,IA,50014.0
306,3828 EISENHOWER AVE,Ames,IA,50010.0
307,3605 ROSS RD,Ames,IA,50014.0
308,3212 SUMAC CIR,Ames,IA,50014.0
309,4302 COCHRANE PKWY,Ames,IA,0.0
310,1004 ROOSEVELT AVE,Ames,IA,50010.0
311,3910 ROSS RD,Ames,IA,50014.0
312,4011 WESTLAWN DR,Ames,IA,50010.0
313,1005 DELAWARE AVE 1007,Ames,IA,50014.0
314,3334 WESTON DR,Ames,IA,50010.0
315,5416 NORRIS ST,Ames,IA,50014.0
316,2913 ROSS RD,Ames,IA,50014.0
317,2227 STORM ST,Ames,IA,50014.0
319,4919 WALLER ST,Ames,IA,50014.0
320,807 12TH ST,Ames,IA,50010.0
321,1420 INDIANA AVE,Ames,IA,50014.0
322,3115 NORTHWOOD DR,Ames,IA,50010.0
323,619 10TH ST,Ames,IA,50010.0
324,3842 HYDE AVE,Ames,IA,50010.0
325,1306 WOODSTOCK AVE,Ames,IA,50014.0
326,1429 GLENDALE AVE,Ames,IA,50010.0
327,2115 HUNZIKER DR,Ames,IA,50010.0
328,1714 DOUGLAS AVE,Ames,IA,50010.0
329,3421 OAKLAND ST,Ames,IA,50014.0
330,4125 APLIN RD,Ames,IA,50014.0
331,4110 CRESTMOOR AVE,Ames,IA,50010.0
332,2716 COTTONWOOD RD,Ames,IA,50014.0
333,2914 HARRISON RD,Ames,IA,50010.0
334,714 STANTON AVE,Ames,IA,50014.0
335,2621 STANGE RD,Ames,IA,50010.0
336,3412 TRIPP ST 3414,Ames,IA,50014.0
337,2412 EATON AVE,Ames,IA,50010.0
338,422 HAYWARD AVE,Ames,IA,50014.0
339,914 6TH ST,Ames,IA,50010.0
340,1630 CRESTWOOD CIR,Ames,IA,50010.0
341,3913 ROSS RD,Ames,IA,50014.0
342,3313 STOCKBURY ST,Ames,IA,50010.0
343,806 MURRAY DR,Ames,IA,50010.0
344,4418 PHOENIX ST,Ames,IA,50014.0
345,3012 SAPPHIRE CIR,Ames,IA,50010.0
346,821 NARLAND DR,Ames,IA,50010.0
347,3110 KINGMAN RD,Ames,IA,50014.0
348,3830 MARIGOLD DR,Ames,IA,50014.0
349,1402 RIDGEWOOD AVE,Ames,IA,50010.0
350,2719 CAMBRIDGE DR,Ames,IA,50010.0
351,208 22ND ST,Ames,IA,50010.0
352,3416 CLINTON CT,Ames,IA,50010.0
353,2531 PIERCE AVE,Ames,IA,50010.0
354,3015 BURNHAM DR,Ames,IA,50010.0
355,2227 TIMBERLAND RD,Ames,IA,50014.0
356,1211 N 2ND ST,Ames,IA,50010.0
357,1321 GLENDALE AVE,Ames,IA,50010.0
358,2806 YORK DR,Ames,IA,50010.0
359,2003 GREENBRIAR CIR,Ames,IA,50014.0
360,2902 WHITE OAK DR,Ames,IA,50014.0
361,2507 DALTON ST,Ames,IA,50010.0
362,1909 WYNGATE DR,Ames,IA,50010.0
363,419 15TH ST,Ames,IA,50010.0
364,1115 GARNER CIR,Ames,IA,50010.0
365,1517 STAFFORD AVE,Ames,IA,50010.0
367,1202 NORTHWESTERN AVE,Ames,IA,50010.0
368,5406 KANSAS DR,Ames,IA,50014.0
369,314 PATRICIA DR,Ames,IA,50010.0
370,1327 ALABAMA LN,Ames,IA,50014.0
371,926 GRAND AVE,Ames,IA,50010.0
372,1107 KELLOGG AVE,Ames,IA,50010.0
373,3728 BRIDGEPORT DR,Ames,IA,50010.0
374,1232 NORTHWESTERN AVE,Ames,IA,50010.0
375,5327 DURANT ST,Ames,IA,50014.0
376,2920 HARRISON RD,Ames,IA,50010.0
377,125 S HAZEL AVE,Ames,IA,50010.0
378,1606 BURNETT AVE,Ames,IA,50010.0
379,2201 BARR DR,Ames,IA,50010.0
380,2106 TORREY PINES RD,Ames,IA,50010.0
381,2124 TORREY PINES RD,Ames,IA,50010.0
382,5344 CLEMENS BLVD,Ames,IA,50014.0
383,5321 KANSAS DR,Ames,IA,50014.0
384,3326 KINGMAN RD,Ames,IA,50014.0
385,2651 SOMERSET DR,Ames,IA,50010.0
386,322 CRANE AVE,Ames,IA,50014.0
387,2808 NORTHRIDGE LN,Ames,IA,50010.0
388,3226 OAKLAND ST,Ames,IA,50014.0
389,520 20TH ST 522,Ames,IA,50010.0
390,623 AGG AVE,Ames,IA,50014.0
391,4115 WEMBLEY AVE,Ames,IA,50010.0
392,2421 WESTWIND DR,Ames,IA,50010.0
393,4707 HEMINGWAY DR,Ames,IA,50014.0
394,2166 ASHMORE DR,Ames,IA,50014.0
395,4812 HEMINGWAY DR,Ames,IA,50014.0
396,1617 DOUGLAS AVE,Ames,IA,50010.0
397,1322 ALABAMA LN,Ames,IA,50014.0
398,208 TODD CIR,Ames,IA,
399,110 S WILMOTH AVE,Ames,IA,50014.0
400,902 TOP O HOLLOW RD,Ames,IA,50010.0
401,1428 BRECKINRIDGE CT,Ames,IA,50010.0
402,1126 BURNETT AVE,Ames,IA,50010.0
403,1103 N 2ND ST,Ames,IA,50010.0
404,228 S RIVERSIDE DR,Ames,IA,50010.0
405,803 12TH ST,Ames,IA,50010.0
406,4008 FRANCES E DAVIS CT,Ames,IA,50010.0
408,3205 CULLEN DR,Ames,IA,50010.0
409,1518 CARROLL AVE,Ames,IA,50010.0
410,415 BEEDLE DR,Ames,IA,50014.0
411,1312 BIG BLUESTEM CT,Ames,IA,50014.0
412,4133 ONTARIO ST,Ames,IA,50014.0
413,1510 ILLINOIS AVE,Ames,IA,50014.0
414,1606 TOP O HOLLOW RD,Ames,IA,50010.0
415,804 POE AVE,Ames,IA,50014.0
416,3040 BAYBERRY RD,Ames,IA,50014.0
417,1330 WOODSTOCK AVE,Ames,IA,50014.0
418,611 10TH ST,Ames,IA,50010.0
419,4102 CRESTMOOR AVE,Ames,IA,50010.0
420,1512 HARDING AVE,Ames,IA,50010.0
421,1005 FLORIDA AVE,Ames,IA,50014.0
422,428 26TH ST,Ames,IA,50010.0
423,3106 SEDWICK ST,Ames,IA,50010.0
424,2159 COUNTRY CLUB BLVD 2157,Ames,IA,50014.0
425,1527 STONE BROOKE RD,Ames,IA,50010.0
426,3616 CALHOUN AVE,Ames,IA,50010.0
427,931 MAXWELL AVE,Ames,IA,50010.0
428,1225 ROOSEVELT AVE,Ames,IA,50010.0
429,308 VILLAGE DR,Ames,IA,50014.0
430,2204 PRAIRIE VIEW EAST,Ames,IA,50010.0
431,4715 TWAIN ST,Ames,IA,50014.0
432,2419 KINGSTON DR,Ames,IA,50010.0
433,114 S RUSSELL AVE,Ames,IA,50010.0
434,2720 NORTHRIDGE LN,Ames,IA,50010.0
435,3321 FOXLEY DR,Ames,IA,50010.0
436,911 MESA VERDE PL,Ames,IA,50014.0
437,3817 FLETCHER BLVD,Ames,IA,50010.0
438,2810 ASPEN RD,Ames,IA,50010.0
439,1208 ARIZONA AVE,Ames,IA,50014.0
440,303 RUBY CIR,Ames,IA,50010.0
441,1413 16TH ST,Ames,IA,50010.0
442,519 POE CIR,Ames,IA,50014.0
443,2840 ASPEN RD,Ames,IA,50010.0
444,2518 KINGSTON DR,Ames,IA,50010.0
445,1203 SCOTT AVE,Ames,IA,50014.0
446,2839 ROXBORO DR,Ames,IA,50010.0
447,2309 WESTWIND DR,Ames,IA,50010.0
448,704 TOP O HOLLOW RD,Ames,IA,50010.0
449,5409 FROST DR,Ames,IA,50014.0
450,2815 BRISTOL DR,Ames,IA,50010.0
451,2104 DOUGLAS AVE,Ames,IA,50010.0
452,422 E 6TH ST,Ames,IA,50010.0
453,1202 WHEELER ST,Ames,IA,50010.0
454,3217 KENT AVE,Ames,IA,50010.0
455,1333 TRUMAN PL,Ames,IA,50010.0
456,3905 ONTARIO ST,Ames,IA,50014.0
457,602 ASH AVE,Ames,IA,50014.0
458,2624 MELROSE AVE,Ames,IA,50010.0
460,3122 BECKLEY ST,Ames,IA,50010.0
461,1212 JEFFERSON ST,Ames,IA,50010.0
462,3840 BERKSHIRE AVE,Ames,IA,50010.0
463,2025 PRAIRIE VIEW EAST,Ames,IA,50010.0
464,278 VILLAGE DR,Ames,IA,50014.0
465,4106 TORONTO ST,Ames,IA,50014.0
466,3306 EISENHOWER AVE,Ames,IA,50010.0
467,4013 FRANCES E DAVIS CT,Ames,IA,50010.0
469,114 8TH ST,Ames,IA,50010.0
470,707 MEADOW PL,Ames,IA,50010.0
471,3300 EISENHOWER AVE,Ames,IA,50010.0
472,3028 BAYBERRY RD,Ames,IA,50014.0
474,1517 KELLOGG AVE,Ames,IA,50010.0
475,1511 DOUGLAS AVE,Ames,IA,50010.0
476,3616 JEWEL DR,Ames,IA,50010.0
478,4307 TORONTO ST,Ames,IA,50014.0
479,1019 ARIZONA AVE,Ames,IA,50014.0
480,1413 JOHNSON ST,Ames,IA,50010.0
481,428 STANTON AVE,Ames,IA,50014.0
482,3901 QUEBEC ST 3903,Ames,IA,50014.0
483,219 7TH ST,Ames,IA,50010.0
484,1222 NORTHWESTERN AVE,Ames,IA,50010.0
485,2415 BRADFORD DR,Ames,IA,50010.0
486,1301 RIDGEWOOD AVE 1303,Ames,IA,50010.0
487,1601 AMHERST DR,Ames,IA,50014.0
488,2004 MCCARTHY RD,Ames,IA,50014.0
489,3108 ROXBORO DR,Ames,IA,50010.0
490,2503 RIDGETOP RD,Ames,IA,50014.0
491,2406 COTTONWOOD RD,Ames,IA,50014.0
492,3318 EMERALD DR,Ames,IA,50010.0
493,510 LUTHER DR,Ames,IA,50010.0
494,3108 SYCAMORE RD,Ames,IA,50014.0
495,428 JEWEL DR,Ames,IA,50010.0
496,1400 BURNETT AVE,Ames,IA,50010.0
497,2804 PINEHURST CIR,Ames,IA,50010.0
498,3838 WELBECK DR,Ames,IA,50010.0
499,1210 CURTISS AVE,Ames,IA,50010.0
500,1018 10TH ST,Ames,IA,50010.0
501,804 TOP O HOLLOW RD,Ames,IA,50010.0
502,803 DUFF AVE,Ames,IA,50010.0
503,616 RIDGEWOOD AVE,Ames,IA,50010.0
504,2729 CLEVELAND DR,Ames,IA,50010.0
505,700 DIAMOND CT,Ames,IA,50010.0
506,1904 WILSON AVE,Ames,IA,50010.0
507,1226 NORTHWESTERN AVE,Ames,IA,50010.0
508,3316 GARNER AVE,Ames,IA,50010.0
509,122 HOWARD AVE,Ames,IA,50014.0
510,1425 MAXWELL AVE,Ames,IA,50010.0
511,3122 SEDWICK ST,Ames,IA,50010.0
512,3317 CULLEN DR,Ames,IA,50010.0
513,1229 KELLOGG AVE,Ames,IA,50010.0
514,1212 LINCOLN WAY,Ames,IA,50010.0
515,808 TOP O HOLLOW RD,Ames,IA,50010.0
516,2011 KILDEE ST,Ames,IA,50014.0
517,1408 INDIANA AVE,Ames,IA,50014.0
518,3015 VALLEY VIEW RD,Ames,IA,50014.0
519,3121 LINCOLN WAY,Ames,IA,50014.0
520,1522 LINDEN DR,Ames,IA,50010.0
521,1316 KINYON CIR,Ames,IA,50010.0
522,112 HARTFORD DR,Ames,IA,50014.0
523,2116 COUNTRY CLUB BLVD,Ames,IA,50014.0
524,1239 WISCONSIN AVE,Ames,IA,50014.0
525,234 S FRANKLIN AVE,Ames,IA,50014.0
526,4014 DAWES DR,Ames,IA,50010.0
527,1107 LINCOLN WAY,Ames,IA,50010.0
528,415 PAULSON DR,Ames,IA,50010.0
529,5140 EMERSON DR,Ames,IA,50014.0
530,817 HODGE AVE,Ames,IA,50010.0
531,209 HOWARD AVE,Ames,IA,50014.0
532,234 PARKRIDGE CIR,Ames,IA,50014.0
533,4818 WALLER ST,Ames,IA,50014.0
534,702 CRYSTAL ST,Ames,IA,50010.0
535,413 TEAGARDEN DR,Ames,IA,50010.0
536,3827 BRICKMAN AVE,Ames,IA,50010.0
537,1910 STEVENSON DR,Ames,IA,50010.0
538,1119 JOHNSON ST,Ames,IA,50010.0
539,2509 BRADFORD DR,Ames,IA,50010.0
540,627 RIVER OAK DR,Ames,IA,50010.0
541,1310 ALABAMA LN,Ames,IA,50014.0
542,908 POE AVE,Ames,IA,50014.0
543,1915 STEVENSON DR,Ames,IA,50010.0
544,1603 CARROLL AVE,Ames,IA,50010.0
545,1006 VERMONT CT,Ames,IA,50014.0
546,1437 TRUMAN PL,Ames,IA,50010.0
548,521 ELY CIR,Ames,IA,50010.0
549,4804 WESTBEND DR,Ames,IA,50014.0
550,200 WELLONS DR 202,Ames,IA,50014.0
551,1505 NORTH DAKOTA AVE,Ames,IA,50014.0
552,2226 HAYES AVE,Ames,IA,50010.0
553,5200 CERVANTES DR,Ames,IA,50014.0
554,3014 ASPEN RD,Ames,IA,50014.0
555,238 VILLAGE DR 240,Ames,IA,50014.0
556,3402 JEWEL DR,Ames,IA,50010.0
557,917 TENNYSON AVE,Ames,IA,50014.0
